id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,creation_afterdeath,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
8065,KH2002突击步枪普攻,attack,0,100,8062|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8066,kh2002小狗普攻,move|attack,0|3,200|150,8061,12,,,,,,,,,,1005,0,,,,,,,,,,,,,,,
8067,小狗入场,move|move|move|move|move,0|18|36|54|72,100|100|100|100|100,,,,,,,,,,,,1003,0,,,,,,,,,,,,,,,
8068,小狗退场,move2|move2|move2|move2|move2,0|18|36|54|72,100|100|100|100|100,238,91,,,,,,,,,,1004,0,,,,,,,,,,,,,,,
8069,KH2002突击步枪普攻,1,0,100,8076|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8070,KH2002突击步枪普攻,1,0,100,8077|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8071,KH2002突击步枪普攻,1,0,100,8078|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8072,KH2002突击步枪普攻,1,0,100,8079|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8073,KH2002突击步枪普攻,1,0,100,8080|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8074,KH2002突击步枪普攻,1,0,100,8081|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8075,KH2002突击步枪普攻,1,0,100,8082|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8076,KH2002突击步枪普攻,1,0,100,8083|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8077,KH2002突击步枪普攻,1,0,100,8084|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8078,KH2002突击步枪普攻,1,0,100,8085|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8079,诅咒妖精开局攻击,,,,8086,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,战区队长位提升,,,,8093,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,炮击支援表现,s,0,100,8104,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8082,巨神炮支援cutin,s,0,100,8117,20,,,,,,,,,,,,,,,,,,,,,,,,,,
8083,巫术型,,,,8121,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,mg338无限弹量触发,,,,8130,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8085,战区枪种buff工具人,,,,,,,,,,,,,,,,,4047,0,,,,,,,,,,,,,
8086,战区清收益工具人,,,,,,,,,,,,,,,,,4048,0,,,,,,,,,,,,,
8087,J普攻,1,0,100,8140|8141|8141|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8088,kh在场证明,,,,8148,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8089,诅咒伤害2,,,,8152,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,诅咒伤害3,,,,8153,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8091,诅咒伤害4,,,,8154,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8092,诅咒伤害5,,,,8155,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8093,诅咒伤害6,,,,8156,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8094,诅咒伤害7,,,,8157,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8095,诅咒伤害8,,,,8158,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8096,诅咒伤害9,,,,8159,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8097,诅咒伤害10,,,,8160,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,布拉梅德xi,,,,8166,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,猎鸥swap普攻,1,0,100,8230|8229,0|0,,BT_tiexue_shot,0,5,,,,,,,,,,,,,,,,,,,,,,
8137,猎鸥swap狙击,1,30,100,8231|8232,30|0,,BT_Sniper_skill_0,5,,,,,,,,,,,,,,,,,,,,,,,
8146,SR2,0,-1,100,0,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8147,冲锋枪普攻,1,0,100,8250|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,CZ100蓝压制,,,,8251,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8149,CZ100粉号令,,,,8252,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,PP93支援小队cutIn,attack,0,100,8253,30,,BT_squad_bazooka,30,,,,,,,,,,,,,,,,,,,,,,,
8151,MP443二技能影响格,,,,8259,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,g36c自伤50滴,,,,8260,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,猎豹改202,1,45,100,8262|8261,45|0,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
8154,猎豹改步枪普攻,1,0,100,8265|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8155,猎豹斩杀,,,,8266,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,猎豹开局,,,,,,,,,,,,,,,,,4090,0,,,,,,,,,,,,,
8157,万圣干扰者一技能,BOSSSPA|BOSSSPB,0|41,100|100,8267|8271|8272|8279|8280,42|45|45|20|20,,Halloween_Intruder,40,3(Intruder_Halloween;꿈틀대는 안개;Ghost Mist;Intruder Witch)|10(Intruder_Halloween;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
8158,万圣干扰者一技能改,BOSSSPA|BOSSSPB,0|41,100|100,8267|8273|8274|8281|8282,42|45|45|20|20,,Halloween_Intruder,40,3(Intruder_Halloween;꿈틀대는 안개;Ghost Mist;Intruder Witch)|10(Intruder_Halloween;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
8159,万圣干扰者-巡游者1,s1,0,100,,,,,,,,,,,,,,4093,30,,,,,,,,,,,,,
8160,万圣干扰者-巡游者2,s1,0,100,,,,,,,,,,,,,,4094,30,,,,,,,,,,,,,
8161,万圣干扰者-巡游者3,s1,0,100,,,,,,,,,,,,,,4095,30,,,,,,,,,,,,,
8162,万圣干扰者-巡游者4,s1,0,100,,,,,,,,,,,,,,4096,30,,,,,,,,,,,,,
8163,万圣干扰者-巡游者5,s1,0,100,,,,,,,,,,,,,,4097,30,,,,,,,,,,,,,
8164,万圣干扰者-巡游者EX6,s1,0,100,,,,,,,,,,,,,,4098,30,,,,,,,,,,,,,
8165,万圣干扰者-巡游者EX7,s1,0,100,,,,,,,,,,,,,,4099,30,,,,,,,,,,,,,
8166,万圣干扰者-巡游者EX8,s1,0,100,,,,,,,,,,,,,,4100,30,,,,,,,,,,,,,
8167,万圣干扰者-巡游者EX9,s1,0,100,,,,,,,,,,,,,,4101,30,,,,,,,,,,,,,
8168,万圣干扰者-巡游者EX10,s1,0,100,,,,,,,,,,,,,,4102,30,,,,,,,,,,,,,
8169,干扰者支援强化,,,,8268,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,万圣开幕,s2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,万圣剧场工具人,,,,,,,,,,,,,,,,,4105,0,,,,,,,,,,,,,
8172,万圣剧场,,,,,,,,,,,,0,0,60,,,,,,,Cinema,300,0,2,,,,,,,
8173,狗被动召唤5,,,,8276,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8174,狗主动召唤5,,,,8277,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,巡游召唤地点,,,,8283,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,电饭煲-圈,,,,8284,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,兵蚁普攻,1,0,100,8285,6,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,兵蚁普攻,1,0,100,8286,6,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,M26霰一技能,,,,8287|8288,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8180,M26霰鸟弹与普攻通用,1,0,100,8289|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8181,M26霰独头弹普攻专用,1,0,100,8290|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,FO12开局判断,,,,8291,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8183,FO12普通鸟弹与普攻通用,1,0,100,8292|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8184,FO12普通独头弹普攻专用,1,0,100,8293|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,FO12必中鸟弹与普攻通用,1,0,100,8294|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8186,FO12必中独头弹普攻专用,1,0,100,8295|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,FO12普通鸟弹与普攻通用,1,0,100,8296|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8188,FO12普通独头弹普攻专用,1,0,100,8297|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,FO12必中鸟弹与普攻通用,1,0,100,8298|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8190,FO12必中独头弹普攻专用,1,0,100,8299|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,FO12必杀,1,0,100,8300|8300|8300|8300|8300,25|25|25|25|25,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,MAG7普攻触发,,,,8301,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,MAG7独头触发,,,,8302,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,MAG7鸟弹触发,,,,8303,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,MAG7霰鸟弹与普攻通用,1,0,100,8304|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8196,MAG7无甲独头普攻专用1级,1,0,100,8305|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,MAG7无甲独头普攻专用2级,1,0,100,8306|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8198,MAG7无甲独头普攻专用3级,1,0,100,8307|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,MAG7无甲独头普攻专用4级,1,0,100,8308|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,MAG7无甲独头普攻专用5级,1,0,100,8309|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8201,MAG7无甲独头普攻专用6级,1,0,100,8310|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,MAG7无甲独头普攻专用7级,1,0,100,8311|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,MAG7无甲独头普攻专用8级,1,0,100,8312|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,MAG7无甲独头普攻专用9级,1,0,100,8313|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8205,MAG7无甲独头普攻专用10级,1,0,100,8314|30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,mag7无甲非独普攻专用1级,1,0,100,8315|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,mag7无甲非独普攻专用2级,1,0,100,8316|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8208,mag7无甲非独普攻专用3级,1,0,100,8317|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8209,mag7无甲非独普攻专用4级,1,0,100,8318|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,mag7无甲非独普攻专用5级,1,0,100,8319|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8211,mag7无甲非独普攻专用6级,1,0,100,8320|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8212,mag7无甲非独普攻专用7级,1,0,100,8321|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,mag7无甲非独普攻专用8级,1,0,100,8322|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,mag7无甲非独普攻专用9级,1,0,100,8323|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,mag7无甲非独普攻专用10级,1,0,100,8324|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8216,NOVA第一三排,,,,8325|8326,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8217,NOVA工具人1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,NOVA工具人2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,NOVA工具人3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220,NOVA工具人4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221,NOVA工具人5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222,NOVA工具人6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,NOVA工具人7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,NOVA工具人8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225,NOVA工具人9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,NOVA工具人10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,NOVA护盾,,,,8327,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8228,NOVA命中暴击率,,,,8328,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8229,爆破打击pk,1,0,100,8329|9|9|9|9|21|21|21|21|21,0|2|4|6|8|0|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,换弹pk,3,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231,机枪普攻,1,0,100,5|21|139|139|8336|8337|9|8336|9|8336|21|8337|21|8337,0|0|0|5|1|1|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
8232,爆裂射击,1,0,100,8338|30,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8233,X-竖-前排,,,,8339,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,X-竖-二排,,,,8340,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8235,X-竖-后排,,,,8341,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,X-横-上排,,,,8342,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8237,X-横-中排,,,,8343,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8238,X-横-下排,,,,8344,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,O-竖-前排,,,,8345,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,O-竖-二排,,,,8346,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,O-竖-后排,,,,8347,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8242,O-横-上排,,,,8348,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,O-横-中排,,,,8349,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,O-横-下排,,,,8350,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,OXX,,,,8352|8351|8351,0|150|300,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,XOX,,,,8351|8352|8351,0|150|300,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,XXO,,,,8351|8351|8352,0|150|300,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,PX4开场计分板召唤物,,,,,,,,,,,,,,,,,4128,0,,,,,,,-y-PX4boss,4,,,,,
8249,px4触发计分板减分X,,,,8382,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,px4触发计分板加分O,,,,8383,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,px4手枪普攻,1,0,100,8384|35,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,px4标记伤害,,,,8385,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,px4召唤蓝红雪人,,,,8386|8389,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,蓝雪人普攻,1,0,100,8387,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,红雪人普攻,1,0,100,8388,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,雪人标记伤害,,,,8390,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,PX4大招,,,,8399|8400|8401|8402|8403|8404|8405|8406,0|150|300|450|600|750|900|1050,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,监视辅助,,,,8409,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,CAWS竖盾,,,,8410,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,敌霰弹枪普攻,1,0,100,8411|8411|8411|8412,0|0|0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
8261,FP6降低所受伤害,,,,8413,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,敌手枪普攻,1,0,100,8414|35,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,敌步枪普攻,1,0,100,8415|35,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8264,VSK偷取,,,,8416,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,冲锋枪普攻,1,0,100,8417|35|8|8|8,0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
8266,PX4开场辅助召唤物,,,,,,,,,,,,,,,,,4131,0,,,,,,,,,,,,,
8267,小游戏熔断触发,,,,8418,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8268,召唤方胜利烟花和退出,,,,8419|8420|2187|2188|2189|2191|2192|2193,0|0|30|60|15|45|45,,,,,,,,,,,,,,,,,,,,,,,,,,
8269,敌方胜利烟花和退出,,,,8419|8421|2185|2186|2190|2191|2192|2193,0|0|30|60|15|45|45,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,A545突击步枪普攻,1,0,100,8426|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8271,A545烈酒普攻,1,0,100,8427|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8272,队长反馈,,,,8428,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,A545召唤物敌,,,,,,,,,,,,,,,,,4132,0,,,,,,,,,,,,,
8274,维捏龙一技能1,,,,,,,,,1,0,1,,,,,,4153,0,,,,,,,,,,,,,
8275,维捏龙一技能2,,,,,,,,,1,0,1,,,,,,4154,0,,,,,,,,,,,,,
8276,维捏龙一技能3,,,,,,,,,1,0,1,,,,,,4155,0,,,,,,,,,,,,,
8277,维捏龙一技能4,,,,,,,,,1,0,1,,,,,,4156,0,,,,,,,,,,,,,
8278,维捏龙一技能5,,,,,,,,,1,0,1,,,,,,4157,0,,,,,,,,,,,,,
8279,维捏龙一技能6,,,,,,,,,1,0,1,,,,,,4158,0,,,,,,,,,,,,,
8280,维捏龙一技能7,,,,,,,,,1,0,1,,,,,,4159,0,,,,,,,,,,,,,
8281,维捏龙一技能8,,,,,,,,,1,0,1,,,,,,4160,0,,,,,,,,,,,,,
8282,维捏龙一技能9,,,,,,,,,1,0,1,,,,,,4161,0,,,,,,,,,,,,,
8283,维捏龙一技能10,,,,,,,,,1,0,1,,,,,,4162,0,,,,,,,,,,,,,
8284,维捏龙替身一技能1,,,,8429,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8285,维捏龙替身一技能2,,,,8430,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8286,维捏龙替身一技能3,,,,8431,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,维捏龙替身一技能4,,,,8432,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8288,维捏龙替身一技能5,,,,8433,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,维捏龙替身一技能6,,,,8434,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,维捏龙替身一技能7,,,,8435,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,维捏龙替身一技能8,,,,8436,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,维捏龙替身一技能9,,,,8437,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,维捏龙替身一技能10,,,,8438,60,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,芮诺普攻I,1,0,100,21|138|8490,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,芮诺普攻II,1,0,100,21|138|8491,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,芮诺普攻III,1,0,100,21|138|8492,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,芮诺普攻IV,1,0,100,21|138|8493,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,芮诺普攻V,1,0,100,21|138|8494,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,芮诺普攻VI,1,0,100,21|138|8495,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,LS26一技能1,,,,8496|8506|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8301,LS26一技能2,,,,8497|8507|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8302,LS26一技能3,,,,8498|8508|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8303,LS26一技能4,,,,8499|8509|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8304,LS26一技能5,,,,8500|8510|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8305,LS26一技能6,,,,8501|8511|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8306,LS26一技能7,,,,8502|8512|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8307,LS26一技能8,,,,8503|8513|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8308,LS26一技能9,,,,8504|8514|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8309,LS26一技能10,,,,8505|8515|9003,0|0|1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8310,TFQ步枪普攻,1,0,100,8516|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,PPQ主动,,,,8517,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
8312,圣破抛射,spattack,41,100,8518|8532|8533|8532|8533|8532|8533|8532|8533|8532|8533|8519|8520|8519|8520|8519|8520|8519|8520|8520,42|82|89|95|101|107|113|119|125|131|137|93|99|105|111|117|123|129|135|141,,,,3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas)|10(Destroyer_Christmas;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
8313,圣破冲击,s1,41,100,8523|8527|8527|8524|8525|8526,73|67|72|75|75|75,,,,3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas)|10(Destroyer_Christmas;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
8314,圣破精准,s2,41,100,8529|8530|8529|8531|8529|8530|8529|8531|8529|8530|8529|8531|8529|8530|8529|8531|8529|8530,76|76|81|81|86|86|91|91|96|96|101|101|106|106|111|111|116|116,,,,3(Destroyer_Christmas;凛冬三重奏;Winter Trio;Destroyer-Xmas)|10(Destroyer_Christmas;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
8315,圣破切换,c1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,换场景工具人,,,,,,,,,,,,,,,,,4163,0,,,,,,,,,,,,,
8317,雪地场景,,,,,,,,,,,,0,0,60,,,,,,,snowland,300,0,2,,,,,,,
8318,姜饼一护盾,,,,8535,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,姜饼二buff,,,,8538|8536|8537,0|5|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,圣诞破坏者普攻,1,0,100,8542|8543,0|9,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,圣诞破坏者换弹,reload,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,爆破榴弹,s,0,100,8565|8550|8551,31|40|43,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8323,干扰伤害,,,,8552,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,AN94激活,1,0,200,8554|10303|2018|140|140|2018,0|3|0|0|3|3,,BT_AK|BT_AK,0|3,,,,,,,,,,,,,,,,,,,,,,,
8325,AN94突击步枪普攻,1,0,100,8553|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8326,an94额外暴击子弹,,,,8555,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,手榴弹改,s,0,100,8556,40,,BT_grenade_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8328,勋章特效1,,,,8558,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,勋章特效2,,,,8559,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,勋章特效3,,,,8560,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,ak15监视人数,,,,8561,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,ak15复仇子弹,,,,8562,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,爆破榴弹原一,s,0,100,8565,31,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8334,LS机枪普攻,1,0,100,8598|8599|8601|8601|8600|8600|8600|8600|8599|8599|8599|8599|8599,0|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,LS换弹,3,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,LS延迟换弹,3,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,AK12突击步枪普攻,1,0,100,8602|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8338,AK12普攻ex,attack2,0,100,8602|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,,,,,,,,,,,,,,,,,,,,,
8339,ak15普攻ex,1,0,100,8604|2018|140|8605|2018|140,0|0|0|3|3|3,,BT_AK|BT_AK,0|3,,,0,,,,,,,,,,,,,,,,,,,,
8340,rpk步枪普攻,s,0,100,8606|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
