identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
1147,get_vehicle_component_type3,50,200,200,200,200,200,0,0,0,,,,,achievement-10001147,achievement-20001147,13,314,累计获取功能组件,0,,,achievement-30001147,30
1148,get_vehicle_component_type3,100,500,500,500,500,500,0,0,0,,,,,achievement-10001148,achievement-20001148,13,314,累计获取功能组件,0,,,achievement-30001148,30
1149,get_vehicle_component_type3,500,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001149,achievement-20001149,13,314,累计获取功能组件,0,,,achievement-30001149,30
1150,get_vehicle_component_type3,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001150,achievement-20001150,13,314,累计获取功能组件,0,,,achievement-30001150,30
1151,get_vehicle_component_type3,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001151,achievement-20001151,13,314,累计获取功能组件,0,,,achievement-30001151,30
1152,get_vehicle_component_type3,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001152,achievement-20001152,13,314,累计获取功能组件,0,,,achievement-30001152,30
1153,get_vehicle_component_type3,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001153,achievement-20001153,13,314,累计获取功能组件,0,,,achievement-30001153,30
1154,get_vehicle_component_type4,1,30,30,30,30,30,0,0,0,,,,,achievement-10001154,achievement-20001154,13,315,累计获取防护组件,0,,,achievement-30001154,30
1155,get_vehicle_component_type4,5,60,60,60,60,60,0,0,0,,,,,achievement-10001155,achievement-20001155,13,315,累计获取防护组件,0,,,achievement-30001155,30
1156,get_vehicle_component_type4,10,100,100,100,100,100,0,0,0,,,,,achievement-10001156,achievement-20001156,13,315,累计获取防护组件,0,,,achievement-30001156,30
1157,get_vehicle_component_type4,50,200,200,200,200,200,0,0,0,,,,,achievement-10001157,achievement-20001157,13,315,累计获取防护组件,0,,,achievement-30001157,30
1158,get_vehicle_component_type4,100,500,500,500,500,500,0,0,0,,,,,achievement-10001158,achievement-20001158,13,315,累计获取防护组件,0,,,achievement-30001158,30
1159,get_vehicle_component_type4,500,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001159,achievement-20001159,13,315,累计获取防护组件,0,,,achievement-30001159,30
1160,get_vehicle_component_type4,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001160,achievement-20001160,13,315,累计获取防护组件,0,,,achievement-30001160,30
1161,get_vehicle_component_type4,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001161,achievement-20001161,13,315,累计获取防护组件,0,,,achievement-30001161,30
1162,get_vehicle_component_type4,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001162,achievement-20001162,13,315,累计获取防护组件,0,,,achievement-30001162,30
1163,get_vehicle_component_type4,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001163,achievement-20001163,13,315,累计获取防护组件,0,,,achievement-30001163,30
1164,vehicle_progress,1,30,30,30,30,30,0,0,0,,,,,achievement-10001164,achievement-20001164,13,316,激活天赋树节点,0,,,achievement-30001164,30
1165,vehicle_progress,5,60,60,60,60,60,0,0,0,,,,,achievement-10001165,achievement-20001165,13,316,激活天赋树节点,0,,,achievement-30001165,30
1166,vehicle_progress,10,100,100,100,100,100,0,0,0,,,,,achievement-10001166,achievement-20001166,13,316,激活天赋树节点,0,,,achievement-30001166,30
1167,vehicle_progress,15,200,200,200,200,200,0,0,0,133037-1|133038-1|133039-1|133040-1|133041-1|133066-1|133067-1,,,,achievement-10001167,achievement-20001167,13,316,激活天赋树节点,0,,,achievement-30001167,30
1168,vehicle_progress,30,500,500,500,500,500,0,0,0,,,,,achievement-10001168,achievement-20001168,13,316,激活天赋树节点,0,,,achievement-30001168,30
1169,vehicle_progress,45,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001169,achievement-20001169,13,316,激活天赋树节点,0,,,achievement-30001169,30
1170,vehicle_progress,60,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001170,achievement-20001170,13,316,激活天赋树节点,0,,,achievement-30001170,30
1171,vehicle_progress,90,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001171,achievement-20001171,13,316,激活天赋树节点,0,,,achievement-30001171,30
1172,vehicle_progress,120,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001172,achievement-20001172,13,316,激活天赋树节点,0,,,achievement-30001172,30
1173,vehicle_progress,150,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001173,achievement-20001173,13,316,激活天赋树节点,0,,,achievement-30001173,30
1174,vehicle_skin,1,30,30,30,30,30,0,0,0,,,,,achievement-10001174,achievement-20001174,13,317,累计获得载具皮肤,0,,,achievement-30001174,30
1175,vehicle_skin,5,60,60,60,60,60,0,0,0,,,,,achievement-10001175,achievement-20001175,13,317,累计获得载具皮肤,0,,,achievement-30001175,30
1176,vehicle_skin,10,100,100,100,100,100,0,0,0,,,,,achievement-10001176,achievement-20001176,13,317,累计获得载具皮肤,0,,,achievement-30001176,30
1177,vehicle_skin,20,200,200,200,200,200,0,0,0,,,,,achievement-10001177,achievement-20001177,13,317,累计获得载具皮肤,0,,,achievement-30001177,30
1178,vehicle_skin,50,500,500,500,500,500,0,0,0,,,,,achievement-10001178,achievement-20001178,13,317,累计获得载具皮肤,0,,,achievement-30001178,30
1179,vehicle_skin,100,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001179,achievement-20001179,13,317,累计获得载具皮肤,0,,,achievement-30001179,30
1180,vehicle_skin,200,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001180,achievement-20001180,13,317,累计获得载具皮肤,0,,,achievement-30001180,30
1181,vehicle_skin,500,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001181,achievement-20001181,13,317,累计获得载具皮肤,0,,,achievement-30001181,30
1182,vehicle_kill,50,30,30,30,30,30,0,0,0,,,,,achievement-10001182,achievement-20001182,1,318,胜利使用载具主动杀敌,0,,,achievement-30001182,30
1183,vehicle_kill,100,60,60,60,60,60,0,0,0,,,,,achievement-10001183,achievement-20001183,1,318,胜利使用载具主动杀敌,0,,,achievement-30001183,30
1184,vehicle_kill,200,100,100,100,100,100,0,0,0,,,,,achievement-10001184,achievement-20001184,1,318,胜利使用载具主动杀敌,0,,,achievement-30001184,30
1185,vehicle_kill,500,200,200,200,200,200,0,0,0,133056-1,,,,achievement-10001185,achievement-20001185,1,318,胜利使用载具主动杀敌,0,,,achievement-30001185,30
1186,vehicle_kill,1000,500,500,500,500,500,0,0,0,133042-1|133043-1|133044-1|133045-1|133046-1|133068-1,,,,achievement-10001186,achievement-20001186,1,318,胜利使用载具主动杀敌,0,,,achievement-30001186,30
1187,vehicle_kill,2000,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001187,achievement-20001187,1,318,胜利使用载具主动杀敌,0,,,achievement-30001187,30
1188,vehicle_kill,5000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001188,achievement-20001188,1,318,胜利使用载具主动杀敌,0,,,achievement-30001188,30
1189,vehicle_kill,10000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001189,achievement-20001189,1,318,胜利使用载具主动杀敌,0,,,achievement-30001189,30
1190,vehicle_kill,20000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001190,achievement-20001190,1,318,胜利使用载具主动杀敌,0,,,achievement-30001190,30
1191,vehicle_kill,50000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001191,achievement-20001191,1,318,胜利使用载具主动杀敌,0,,,achievement-30001191,30
1192,vehicle_consume,100,30,30,30,30,30,0,0,0,,,,,achievement-10001192,achievement-20001192,1,319,消耗能源,0,,,achievement-30001192,30
1193,vehicle_consume,200,60,60,60,60,60,0,0,0,,,,,achievement-10001193,achievement-20001193,1,319,消耗能源,0,,,achievement-30001193,30
1194,vehicle_consume,500,100,100,100,100,100,0,0,0,,,,,achievement-10001194,achievement-20001194,1,319,消耗能源,0,,,achievement-30001194,30
1195,vehicle_consume,1000,200,200,200,200,200,0,0,0,,,,,achievement-10001195,achievement-20001195,1,319,消耗能源,0,,,achievement-30001195,30
1196,vehicle_consume,2000,500,500,500,500,500,0,0,0,,,,,achievement-10001196,achievement-20001196,1,319,消耗能源,0,,,achievement-30001196,30
1197,vehicle_consume,5000,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001197,achievement-20001197,1,319,消耗能源,0,,,achievement-30001197,30
1198,vehicle_consume,10000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001198,achievement-20001198,1,319,消耗能源,0,,,achievement-30001198,30
1199,vehicle_consume,20000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001199,achievement-20001199,1,319,消耗能源,0,,,achievement-30001199,30
1200,vehicle_consume,50000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001200,achievement-20001200,1,319,消耗能源,0,,,achievement-30001200,30
1201,vehicle_consume,100000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001201,achievement-20001201,1,319,消耗能源,0,,,achievement-30001201,30
1202,vehicle_defeat_challenge_1,1,30,30,30,30,30,0,0,0,,,,,achievement-10001202,achievement-20001202,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001202,30
1203,vehicle_defeat_challenge_1,3,60,60,60,60,60,0,0,0,133031-1,,,,achievement-10001203,achievement-20001203,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001203,30
1204,vehicle_defeat_challenge_1,5,100,100,100,100,100,0,0,0,,,,,achievement-10001204,achievement-20001204,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001204,30
1205,vehicle_defeat_challenge_1,10,200,200,200,200,200,0,0,0,,,,,achievement-10001205,achievement-20001205,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001205,30
1206,vehicle_defeat_challenge_1,15,500,500,500,500,500,0,0,0,,,,,achievement-10001206,achievement-20001206,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001206,30
1207,vehicle_defeat_challenge_1,20,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001207,achievement-20001207,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001207,30
1208,vehicle_defeat_challenge_1,25,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001208,achievement-20001208,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001208,30
1209,vehicle_defeat_challenge_1,30,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001209,achievement-20001209,1,320,坦克通关日常玩法ex层数,0,,,achievement-30001209,30
1210,vehicle_defeat_challenge_2,1,30,30,30,30,30,0,0,0,,,,,achievement-10001210,achievement-20001210,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001210,30
1211,vehicle_defeat_challenge_2,3,60,60,60,60,60,0,0,0,,,,,achievement-10001211,achievement-20001211,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001211,30
1212,vehicle_defeat_challenge_2,5,100,100,100,100,100,0,0,0,133055-1,,,,achievement-10001212,achievement-20001212,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001212,30
1213,vehicle_defeat_challenge_2,10,200,200,200,200,200,0,0,0,133047-1|133048-1|133049-1|133050-1|133069-1,,,,achievement-10001213,achievement-20001213,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001213,30
1214,vehicle_defeat_challenge_2,15,500,500,500,500,500,0,0,0,,,,,achievement-10001214,achievement-20001214,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001214,30
1215,vehicle_defeat_challenge_2,20,1000,1000,1000,1000,1000,0,0,0,133051-1|133052-1|133053-1|133054-1|133070-1,,,,achievement-10001215,achievement-20001215,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001215,30
1216,vehicle_defeat_challenge_2,25,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001216,achievement-20001216,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001216,30
1217,vehicle_defeat_challenge_2,30,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001217,achievement-20001217,1,321,机甲通关日常玩法ex层数,0,,,achievement-30001217,30
1218,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001218,achievement-20001218,100,322,满分试卷,0,,11474:1147405,achievement-30001218,0
1219,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001219,achievement-20001219,100,323,慈悲的远望,0,,11498|11509,achievement-30001219,0
1220,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001220,achievement-20001220,100,324,第六只眼,0,,11506:640101|11517:640101,achievement-30001220,0
1221,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001221,achievement-20001221,100,325,诶嘿打不着,0,,11633:1163302,achievement-30001221,0
1222,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001222,achievement-20001222,100,326,分头行动,0,,11665:1166502,achievement-30001222,0
1223,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001223,achievement-20001223,100,327,击杀boss,0,,11706:1170601|11700:1170003,achievement-30001223,0
1224,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001224,achievement-20001224,100,328,就是这个人,0,,11722,achievement-30001224,0
1225,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001225,achievement-20001225,100,329,8月活动,0,,11743:9711502|11757:9711502,achievement-30001225,0
1226,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001226,achievement-20001226,100,330,10月活动,0,,11765:9720405|11787:9720405,achievement-30001226,0
1227,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001227,achievement-20001227,100,331,不惊扰平民,0,,11801:1180101|11805:1180101,achievement-30001227,0
